275.334, 28.8804
120.079, 66.5724
119.993, 66.5428
72.041, 57.5797
214.002, 64.8394
213.947, 64.0236
72.5859, 58.2028
226.292, 145.194
172.102, 56.7796
193.847, 60.1036
294.244, 13.8884
204.172, 67.5081
284.193, 132.175
193.451, 77.7831
270.256, 22.7229
283.528, 23.9446
92.2943, 145.76
94.1909, 128.691
254.766, 65.4808
52.7627, 43.9048
113.173, 116.628
291.606, 86.4312
70.7608, 148.449
217.741, 62.8087
191.166, 79.6615
49.6512, 150.243
246.202, 132.459
113.212, 110.846
29.3629, 45.8336
282.131, 68.8279
252.001, 143.163
54.6042, 121.583
256.832, 68.8605
28.511, 48.0916
50.4777, 53.8098
91.5363, 145.245
157.895, 55.1554
241.861, 88.8817
284.133, 66.7532
55.3852, 55.6822
270.033, 108.86
58.6932, 56.6321
242.368, 113.261
254.646, 95.604
36.501, 134.277
88.1159, 57.5038
189.261, 60.6909
259.985, 133.006
230.658, 171.055
237.315, 148.293
232.523, 171.378
209.368, 69.9163
14.6192, 67.2718
262.528, 132.661
273.903, 87.2839
264.06, 95.5855
295.139, 131.575
274.376, 88.8067
222.077, 13.5787
198.036, 145.199
292.611, 69.4535
182.238, 62.3157
163.408, 60.0228
105.815, 61.851
14.9543, 65.3838
65.7759, 126.825
200.012, 117.233
67.8306, 131.659
270.005, 74.8406
240.423, 95.8299
294.844, 26.1853
267.444, 146.937
294.316, 25.2314
185.52, 72.7914
200.275, 115.632
263.925, 96.6374
105.049, 130.886
211.705, 131.641
68.8172, 130.425
211.683, 129.4
293.426, 23.3902
145.167, 55.2759
105.431, 136.383
273.22, 132.561
238.304, 73.9694
20.3203, 111.99
213.24, 158.976
257.835, 26.1446
99.1068, 44.4974
277.236, 106.506
90.9099, 156.847
99.631, 44.3168
249.007, 102.507
40.9803, 135.854
124.968, 80.1806
232.308, 106.473
259.527, 151.262
90.5772, 159.577
284.843, 98.2453
259.188, 111.962
285.626, 103.942
222.707, 51.5373
221.111, 51.995
202.672, 51.3536
278.419, 17.2388
285.544, 96.5473
249.279, 84.6513
259.327, 102.41
242.887, 99.6773
240.065, 128.14
46.239, 56.9192
206.555, 162.476
220.187, 50.3021
281.359, 105.003
276.813, 124.762
130.174, 147.022
48.2477, 139.815
204.242, 50.1915
72.651, 136.976
276.888, 124.248
277.778, 127.418
16.2033, 14.025
111.994, 147.999
262.265, 20.1214
138.124, 56.8333
127.678, 55.2462
193.394, 142.919
287.118, 109.547
118.22, 136.15
152.293, 58.0132
177.255, 65.6944
102.639, 151.931
150.201, 57.2427
258.451, 99.4471
258.817, 21.2121
147.632, 59.1843
257.67, 105.776
258.523, 107.494
251.409, 11.3454
69.5081, 49.7929
224.736, 72.2192
289.791, 133.216
184.989, 150.673
179.622, 51.9904
182.097, 49.9821
152.631, 57.1469
150.024, 59.9634
50.0722, 157.222
136.36, 57.1856
49.884, 135.685
194.631, 154.68
246.944, 124.994
179.664, 50.164
140.265, 47.1839
259.745, 139.546
223.129, 190.492
132.196, 82.5084
191.896, 89.1628
125.885, 129.124
258.306, 112.289
200.744, 158.526
234.675, 125.993
152.715, 60.0269
203.696, 82.8462
290.239, 143.599
278.139, 151.785
202.261, 82.9739
284.271, 139.231
274.118, 98.6881
271.392, 114.72
231.956, 118.032
14.9976, 139.699
113.259, 208.27
112.212, 208.854
237.227, 208.585
126.473, 107.737
15.1583, 125.379
262.189, 117.972
15.3499, 117.273
222.925, 73.6704
125.193, 106.721
282.303, 160.176
264.522, 113.766
122.512, 143.246
260.445, 121.607
142.228, 68.8112
174.31, 66.3815
204.158, 82.6941
173.431, 144.552
247.405, 121.278
271.671, 52.8288
233.119, 76.3663
279.185, 143.179
125.081, 104.045
238.339, 121.421
295.85, 103.55
172.808, 137.929
233.791, 141.14
271.335, 99.117
122.827, 126.598
255.703, 17.6146
211.717, 147.616
142.968, 121.726
144.677, 68.2141
191.179, 51.0342
154.538, 147.733
143.346, 147.098
140.822, 147.353
156.875, 147.693
266.774, 83.9535
175.481, 138.231
282.522, 160.443
139.319, 117.754
144.318, 186.926
289.886, 126.171
152.827, 49.9917
58.7967, 146.924
230.649, 103.742
89.6453, 103.556
26.1951, 110.592
173.218, 75.412
182.714, 77.9142
247.765, 148.283
80.1105, 144.583
154.819, 159.42
211.351, 147.308
182.676, 140.176
292.438, 151.787
72.5297, 47.6625
136.223, 58.545
242.174, 50.1459
48.7569, 123.688
125.538, 103.316
273.813, 54.87
249.765, 90.3528
249.444, 125.908
63.8776, 143.132
250.853, 78.4924
19.2704, 157.124
148.264, 82.7026
124.079, 136.774
242.444, 49.9536
53.6385, 100.507
93.6127, 106.747
248.076, 52.1251
303.488, 116.901
40.2931, 145.168
287.63, 54.6393
42.1942, 158.106
264.811, 83.5905
304.759, 116.002
158.368, 163.333
173.977, 144.83
127.49, 135.776
237.886, 124.756
21.7543, 43.311
159.231, 167.164
287.126, 50.9206
15.7246, 41.0981
269.994, 85.6847
291.157, 123.242
94.4012, 110.687
272.699, 141.092
228.569, 103.035
138.421, 114.601
298.09, 79.6158
232.99, 207.889
25.534, 181.89
87.9935, 118.203
189.446, 142.878
148.488, 85.4462
289.672, 30.1974
145.922, 124.325
296.728, 109.059
35.8347, 117.742
81.0049, 99.4135
287.897, 75.3737
65.8732, 99.8111
94.2875, 101.375
64.2972, 145.322
178.386, 183.859
76.599, 100.16
125.828, 99.165
207.073, 192.334
236.055, 65.1301
221.045, 78.1053
22.6454, 63.8326
137.386, 118.485
12.3708, 54.7555
63.7107, 114.994
81.5551, 50.9001
135.677, 192.426
12.2006, 53.3801
124.863, 154.021
140.583, 98.7605
233.468, 123.863
258.942, 90.13
136.296, 118.527
251.636, 77.1576
251.419, 17.6511
82.4612, 163.97
47.1484, 99.2197
181.402, 181.662
24.267, 65.9617
263.827, 27.2171
200.803, 92.8238
217.429, 51.5749
214.274, 176.844
47.9338, 126.027
100.149, 181.266
67.1741, 104.502
35.1393, 162.084
207.151, 102.539
154.66, 93.7858
281.402, 78.7504
257.267, 168.611
188.348, 87.444
212.762, 174.226
260.898, 78.0993
54.7228, 67.6232
203.079, 93.149
211.891, 172.791
205.459, 61.4141
152.16, 51.8671
19.3146, 99.8373
150.746, 183.425
198.825, 151.34
206.379, 96.7509
126.311, 14.1395
14.7365, 54.1506
231.562, 89.2789
260.904, 165.4
299.158, 159.493
260.761, 52.066
96.2268, 112.92
105.982, 108.418
108.135, 109.335
219.225, 77.5202
282.416, 85.2407
146.851, 133.624
265.345, 75.941
251.638, 159.994
162.39, 65.0382
80.2193, 64.657
234.95, 122.448
16.4953, 30.7337
151.611, 123.067
36.3393, 187.8
49.5056, 99.2989
93.8692, 91.4794
64.2197, 105.078
273.939, 175.9
102.939, 170.157
121.756, 90.436
279.209, 86.8328
290.51, 175.605
123.715, 156.934
133.07, 80.2171
72.2376, 160.104
238.171, 22.81
147.97, 69.0558
53.4796, 95.4323
208.254, 116.33
168.739, 175.071
169.009, 65.5252
131.48, 74.2499
143.784, 133.941
41.8184, 182.668
72.9602, 100.195
171.094, 181.305
205.823, 131.028
52.6967, 84.981
304.978, 88.8312
205.007, 156.06
68.7208, 99.7365
61.1515, 90.89
184.408, 41.1894
152.432, 105.252
55.6963, 100.569
193.495, 211.433
203.566, 103.947
164.575, 13.0239
148.756, 138.023
215.155, 113.804
236.071, 51.9931
57.8138, 95.6744
263.427, 175.081
215.597, 120.594
192.899, 209.447
205.398, 115.398
270.15, 40.0059
161.033, 166.482
20.7074, 55.8171
28.4075, 140.564
